session,run_id,audit_file,platform_id,timestamp_utc,navigator_version,audit_schema_version,protocol_version,memory_digest_hash,m3_preferences_count,memory_status,m3_jaccard_threshold,m3_abstention_margin,vlm_model,vlm_model_digest,vlm_quantization,git_commit,git_dirty,geojson_md5,route_graph_md5,sas_text_version,gpu_driver_version,poi_signatures_loaded,decision_records
E,20260820_150840,data/session_e/day1_20260820/logs/audit_20260820_150840.jsonl,xplorer-b,2026-08-20T12:08:40+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_150904,data/session_e/day1_20260820/logs/audit_20260820_150904.jsonl,xplorer-b,2026-08-20T12:09:04+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_150931,data/session_e/day1_20260820/logs/audit_20260820_150931.jsonl,xplorer-b,2026-08-20T12:09:31+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151130,data/session_e/day1_20260820/logs/audit_20260820_151130.jsonl,xplorer-b,2026-08-20T12:11:30+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,0
E,20260820_151133,data/session_e/day1_20260820/logs/audit_20260820_151133.jsonl,xplorer-b,2026-08-20T12:11:33+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,0
E,20260820_151214,data/session_e/day1_20260820/logs/audit_20260820_151214.jsonl,xplorer-b,2026-08-20T12:12:14+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151349,data/session_e/day1_20260820/logs/audit_20260820_151349.jsonl,xplorer-b,2026-08-20T12:13:49+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151423,data/session_e/day1_20260820/logs/audit_20260820_151423.jsonl,xplorer-b,2026-08-20T12:14:23+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151458,data/session_e/day1_20260820/logs/audit_20260820_151458.jsonl,xplorer-b,2026-08-20T12:14:58+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,2
E,20260820_151704,data/session_e/day1_20260820/logs/audit_20260820_151704.jsonl,xplorer-b,2026-08-20T12:17:04+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151743,data/session_e/day1_20260820/logs/audit_20260820_151743.jsonl,xplorer-b,2026-08-20T12:17:43+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_151916,data/session_e/day1_20260820/logs/audit_20260820_151916.jsonl,xplorer-b,2026-08-20T12:19:16+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152059,data/session_e/day1_20260820/logs/audit_20260820_152059.jsonl,xplorer-b,2026-08-20T12:20:59+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152130,data/session_e/day1_20260820/logs/audit_20260820_152130.jsonl,xplorer-b,2026-08-20T12:21:30+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152237,data/session_e/day1_20260820/logs/audit_20260820_152237.jsonl,xplorer-b,2026-08-20T12:22:37+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152411,data/session_e/day1_20260820/logs/audit_20260820_152411.jsonl,xplorer-b,2026-08-20T12:24:11+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152450,data/session_e/day1_20260820/logs/audit_20260820_152450.jsonl,xplorer-b,2026-08-20T12:24:50+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152555,data/session_e/day1_20260820/logs/audit_20260820_152555.jsonl,xplorer-b,2026-08-20T12:25:55+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152656,data/session_e/day1_20260820/logs/audit_20260820_152656.jsonl,xplorer-b,2026-08-20T12:26:56+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_152803,data/session_e/day1_20260820/logs/audit_20260820_152803.jsonl,xplorer-b,2026-08-20T12:28:03+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153008,data/session_e/day1_20260820/logs/audit_20260820_153008.jsonl,xplorer-b,2026-08-20T12:30:08+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153622,data/session_e/day1_20260820/logs/audit_20260820_153622.jsonl,xplorer-c,2026-08-20T12:36:22+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153654,data/session_e/day1_20260820/logs/audit_20260820_153654.jsonl,xplorer-c,2026-08-20T12:36:54+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153723,data/session_e/day1_20260820/logs/audit_20260820_153723.jsonl,xplorer-c,2026-08-20T12:37:23+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153859,data/session_e/day1_20260820/logs/audit_20260820_153859.jsonl,xplorer-c,2026-08-20T12:38:59+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153927,data/session_e/day1_20260820/logs/audit_20260820_153927.jsonl,xplorer-c,2026-08-20T12:39:27+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_153951,data/session_e/day1_20260820/logs/audit_20260820_153951.jsonl,xplorer-c,2026-08-20T12:39:51+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154012,data/session_e/day1_20260820/logs/audit_20260820_154012.jsonl,xplorer-c,2026-08-20T12:40:12+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154029,data/session_e/day1_20260820/logs/audit_20260820_154029.jsonl,xplorer-c,2026-08-20T12:40:29+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154142,data/session_e/day1_20260820/logs/audit_20260820_154142.jsonl,xplorer-c,2026-08-20T12:41:42+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154206,data/session_e/day1_20260820/logs/audit_20260820_154206.jsonl,xplorer-c,2026-08-20T12:42:06+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154234,data/session_e/day1_20260820/logs/audit_20260820_154234.jsonl,xplorer-c,2026-08-20T12:42:34+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154348,data/session_e/day1_20260820/logs/audit_20260820_154348.jsonl,xplorer-c,2026-08-20T12:43:48+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154422,data/session_e/day1_20260820/logs/audit_20260820_154422.jsonl,xplorer-c,2026-08-20T12:44:22+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154520,data/session_e/day1_20260820/logs/audit_20260820_154520.jsonl,xplorer-c,2026-08-20T12:45:20+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,2
E,20260820_154745,data/session_e/day1_20260820/logs/audit_20260820_154745.jsonl,xplorer-c,2026-08-20T12:47:45+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154819,data/session_e/day1_20260820/logs/audit_20260820_154819.jsonl,xplorer-c,2026-08-20T12:48:19+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154847,data/session_e/day1_20260820/logs/audit_20260820_154847.jsonl,xplorer-c,2026-08-20T12:48:47+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_154912,data/session_e/day1_20260820/logs/audit_20260820_154912.jsonl,xplorer-c,2026-08-20T12:49:12+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155021,data/session_e/day1_20260820/logs/audit_20260820_155021.jsonl,xplorer-c,2026-08-20T12:50:21+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155048,data/session_e/day1_20260820/logs/audit_20260820_155048.jsonl,xplorer-c,2026-08-20T12:50:48+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155138,data/session_e/day1_20260820/logs/audit_20260820_155138.jsonl,xplorer-c,2026-08-20T12:51:38+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155310,data/session_e/day1_20260820/logs/audit_20260820_155310.jsonl,xplorer-c,2026-08-20T12:53:10+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155407,data/session_e/day1_20260820/logs/audit_20260820_155407.jsonl,xplorer-c,2026-08-20T12:54:07+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155439,data/session_e/day1_20260820/logs/audit_20260820_155439.jsonl,xplorer-c,2026-08-20T12:54:39+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155612,data/session_e/day1_20260820/logs/audit_20260820_155612.jsonl,xplorer-c,2026-08-20T12:56:12+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_155830,data/session_e/day1_20260820/logs/audit_20260820_155830.jsonl,xplorer-c,2026-08-20T12:58:30+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_160313,data/session_e/day1_20260820/logs/audit_20260820_160313.jsonl,xplorer-b,2026-08-20T13:03:13+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260821_103929,data/session_e/day2_20260821/logs/audit_20260821_103929.jsonl,xplorer-c,2026-08-21T07:39:29+00:00,v4.8-review,2.1,E-2026-09,aba2b031774e8479ce8c9d9262c0cb34,8,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260821_104307,data/session_e/day2_20260821/logs/audit_20260821_104307.jsonl,xplorer-b,2026-08-21T07:43:07+00:00,v4.8-review,2.1,E-2026-09,aba2b031774e8479ce8c9d9262c0cb34,8,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,0
E,20260821_104534,data/session_e/day2_20260821/logs/audit_20260821_104534.jsonl,xplorer-b,2026-08-21T07:45:34+00:00,v4.8-review,2.1,E-2026-09,aba2b031774e8479ce8c9d9262c0cb34,8,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
