session,day,run_id,audit_file,platform_id,record_seq,timestamp_utc,audit_schema_version,navigator_version,experiment_id,experiment_phase,semantic_intent_id,repetition_index,instruction_text,resolution_method,resolution_step,node_id,node_name,expected_node_id,nav_outcome,arrival_ok,xy_error_m,distance_traveled_m,start_x_m,start_y_m,start_yaw_rad,end_x_m,end_y_m,end_yaw_rad,amcl_converged,amcl_covariance_trace,resolve_ms,vlm_ms,nav_total_s,reroute_count,confirmation_method,confirmed,confirmation_confidence,m3_promotion_triggered,m3_preferences_count,memory_digest_hash,digest_content_md5,image_start,image_finish
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,5,2026-04-23T12:07:59+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.331,4.673,2.111,4.5442,1.526,2.3089,0.3124,-1.6376,,,0.059604644775390625,0.0,25.08,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_5_cb202/start.jpg,data/session_b/20260423_150456/mission_5_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,6,2026-04-23T12:08:30+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.276,4.766,2.3089,0.3124,-1.6376,2.1824,4.5247,1.5119,,,0.07772445678710938,0.0,26.06,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_6_cb204/start.jpg,data/session_b/20260423_150456/mission_6_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,7,2026-04-23T12:09:02+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.282,4.588,2.1824,4.5247,1.5119,2.2061,0.2815,-1.5321,,,0.08893013000488281,0.0,26.15,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_7_cb202/start.jpg,data/session_b/20260423_150456/mission_7_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,8,2026-04-23T12:09:31+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.282,4.805,2.2061,0.2815,-1.5321,2.1717,4.5192,1.5123,,,0.07104873657226562,0.0,23.27,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_8_cb204/start.jpg,data/session_b/20260423_150456/mission_8_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,9,2026-04-23T12:10:10+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.326,4.71,2.1717,4.5192,1.5123,2.2243,0.3249,-1.5691,,,0.05626678466796875,0.0,26.65,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_9_cb202/start.jpg,data/session_b/20260423_150456/mission_9_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,10,2026-04-23T12:10:40+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.34,4.76,2.2243,0.3249,-1.5691,2.2163,4.4603,1.5939,,,0.1633167266845703,0.0,26.75,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_10_cb204/start.jpg,data/session_b/20260423_150456/mission_10_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,11,2026-04-23T12:11:08+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.278,4.69,2.2163,4.4603,1.5939,2.179,0.2775,-1.6777,,,0.07033348083496094,0.0,26.6,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_11_cb202/start.jpg,data/session_b/20260423_150456/mission_11_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,12,2026-04-23T12:11:43+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.27,4.776,2.179,0.2775,-1.6777,2.2093,4.5305,1.5308,,,0.08440017700195312,0.0,25.51,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_12_cb204/start.jpg,data/session_b/20260423_150456/mission_12_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,13,2026-04-23T12:12:42+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.272,4.702,2.2093,4.5305,1.5308,2.3007,0.2526,-1.5412,,,0.07700920104980469,0.0,27.36,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_13_cb202/start.jpg,data/session_b/20260423_150456/mission_13_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,14,2026-04-23T12:13:38+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.129,5.158,2.3007,0.2526,-1.5412,2.2836,4.7015,1.3522,,,0.09870529174804688,0.0,48.0,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_14_cb204/start.jpg,data/session_b/20260423_150456/mission_14_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,15,2026-04-23T12:14:16+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.343,5.018,2.2836,4.7015,1.3522,2.159,0.3404,-1.559,,,0.08106231689453125,0.0,28.0,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_15_cb202/start.jpg,data/session_b/20260423_150456/mission_15_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,16,2026-04-23T12:14:52+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.28,4.741,2.159,0.3404,-1.559,2.1606,4.523,1.5184,,,0.07796287536621094,0.0,25.09,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_16_cb204/start.jpg,data/session_b/20260423_150456/mission_16_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,17,2026-04-23T12:15:31+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.251,4.682,2.1606,4.523,1.5184,2.2016,0.2509,-1.6337,,,0.08034706115722656,0.0,26.11,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_17_cb202/start.jpg,data/session_b/20260423_150456/mission_17_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,18,2026-04-23T12:16:25+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.353,9.839,2.2016,0.2509,-1.6337,2.1619,4.4492,1.5689,,,0.08535385131835938,0.0,50.03,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_18_cb204/start.jpg,data/session_b/20260423_150456/mission_18_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,19,2026-04-23T12:17:01+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something to stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.265,4.744,2.1619,4.4492,1.5689,2.174,0.264,-1.5945,,,0.06747245788574219,0.0,25.55,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_19_cb202/start.jpg,data/session_b/20260423_150456/mission_19_cb202/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,20,2026-04-23T12:17:33+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.301,4.963,2.174,0.264,-1.5945,2.1277,4.5079,1.5371,,,0.07510185241699219,0.0,25.63,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_20_cb204/start.jpg,data/session_b/20260423_150456/mission_20_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,21,2026-04-23T12:18:45+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,missed,,4.703,1.489,2.1277,4.5079,1.5371,2.2579,3.4786,-0.8403,,,0.07605552673339844,0.0,34.38,0,,,,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_21_plant_5/start.jpg,
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,22,2026-04-23T12:19:14+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,mission_complete,,0.323,6.346,2.2579,3.4786,-0.8403,6.5173,5.0788,1.7108,,,0.06103515625,0.0,28.86,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_22_plant_5/start.jpg,data/session_b/20260423_150456/mission_22_plant_5/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,23,2026-04-23T12:20:13+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.328,8.139,6.5173,5.0788,1.7108,2.0435,4.5119,1.5048,,,0.08225440979003906,0.0,40.21,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_23_cb204/start.jpg,data/session_b/20260423_150456/mission_23_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,24,2026-04-23T12:20:55+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,mission_complete,,0.302,8.399,2.0435,4.5119,1.5048,6.5115,5.1004,1.5965,,,0.07367134094238281,0.0,38.39,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_24_plant_5/start.jpg,data/session_b/20260423_150456/mission_24_plant_5/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,25,2026-04-23T12:21:46+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.325,7.929,6.5115,5.1004,1.5965,2.1072,4.4882,1.5204,,,0.09393692016601562,0.0,40.45,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_25_cb204/start.jpg,data/session_b/20260423_150456/mission_25_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,26,2026-04-23T12:22:33+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,mission_complete,,0.256,8.174,2.1072,4.4882,1.5204,6.5199,5.1456,1.6435,,,0.07224082946777344,0.0,37.75,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_26_plant_5/start.jpg,data/session_b/20260423_150456/mission_26_plant_5/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,27,2026-04-23T12:23:17+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.328,8.138,6.5199,5.1456,1.6435,2.1799,4.4729,1.5225,,,0.07963180541992188,0.0,40.32,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_27_cb204/start.jpg,data/session_b/20260423_150456/mission_27_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,28,2026-04-23T12:24:05+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,mission_complete,,0.265,8.432,2.1799,4.4729,1.5225,6.5863,5.1374,1.673,,,0.0629425048828125,0.0,41.34,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_28_plant_5/start.jpg,data/session_b/20260423_150456/mission_28_plant_5/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,29,2026-04-23T12:24:47+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.323,7.763,6.5863,5.1374,1.673,2.2044,4.4773,1.5591,,,0.08606910705566406,0.0,33.89,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_29_cb204/start.jpg,data/session_b/20260423_150456/mission_29_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,30,2026-04-23T12:25:44+00:00,2.0,v4.8,,,,,"It is too hot in here, take me somewhere I can get some fresh air",L3a_m3_preference,,14,plant_5,,mission_complete,,0.283,8.456,2.2044,4.4773,1.5591,6.614,5.1244,1.4963,,,0.049591064453125,0.0,51.13,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_30_plant_5/start.jpg,data/session_b/20260423_150456/mission_30_plant_5/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,31,2026-04-23T12:26:26+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.317,8.06,6.614,5.1244,1.4963,2.1516,4.4869,1.4525,,,0.07748603820800781,0.0,37.56,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_31_cb204/start.jpg,data/session_b/20260423_150456/mission_31_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,32,2026-04-23T12:27:55+00:00,2.0,v4.8,,,,,Take me somewhere I can sit and relax,L3a_m3_preference,,9,radiator,,mission_complete,,0.472,8.67,2.1516,4.4869,1.4525,4.9491,-0.9447,-1.4768,,,0.05888938903808594,0.0,64.55,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_32_radiator/start.jpg,data/session_b/20260423_150456/mission_32_radiator/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,33,2026-04-23T12:28:45+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.316,8.204,4.9491,-0.9447,-1.4768,2.3386,4.5157,1.6765,,,0.07796287536621094,0.0,41.87,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_33_cb204/start.jpg,data/session_b/20260423_150456/mission_33_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,34,2026-04-23T12:29:35+00:00,2.0,v4.8,,,,,Take me somewhere I can sit and relax,L3a_m3_preference,,9,radiator,,mission_complete,,0.347,7.372,2.3386,4.5157,1.6765,4.6211,-0.4743,-1.4522,,,0.05435943603515625,0.0,47.71,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_34_radiator/start.jpg,data/session_b/20260423_150456/mission_34_radiator/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,35,2026-04-23T12:30:23+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.267,7.725,4.6211,-0.4743,-1.4522,2.1001,4.5527,1.4771,,,0.09965896606445312,0.0,41.36,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_35_cb204/start.jpg,data/session_b/20260423_150456/mission_35_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,36,2026-04-23T12:31:10+00:00,2.0,v4.8,,,,,Take me somewhere I can sit and relax,L3a_m3_preference,,9,radiator,,mission_complete,,0.283,7.583,2.1001,4.5527,1.4771,4.5253,-0.5186,-1.5288,,,0.06628036499023438,0.0,41.88,0,vlm_landmark,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_36_radiator/start.jpg,data/session_b/20260423_150456/mission_36_radiator/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,37,2026-04-23T12:31:49+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.337,7.898,4.5253,-0.5186,-1.5288,2.2695,4.4703,1.5848,,,0.08225440979003906,0.0,35.18,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_37_cb204/start.jpg,data/session_b/20260423_150456/mission_37_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,38,2026-04-23T12:32:18+00:00,2.0,v4.8,,,,,go to lab_cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.337,0.0,2.2695,4.4703,1.5848,2.2695,4.4703,1.5848,,,0.07772445678710938,0.0,0.0,0,,,,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_38_cb204/start.jpg,
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,39,2026-04-23T12:33:18+00:00,2.0,v4.8,,,,,go to toilet m,L3a_deterministic,,0,toilet_m,,mission_complete,,0.259,6.105,2.2695,4.4703,1.5848,0.3594,0.2173,-1.5116,,,0.08296966552734375,0.0,31.13,0,pose_based,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_39_toilet_m/start.jpg,data/session_b/20260423_150456/mission_39_toilet_m/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,40,2026-04-23T12:34:01+00:00,2.0,v4.8,,,,,go to lab_cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.279,6.091,0.3594,0.2173,-1.5116,2.2375,4.5238,1.5712,,,0.08249282836914062,0.0,37.75,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_40_cb204/start.jpg,data/session_b/20260423_150456/mission_40_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,41,2026-04-23T12:34:40+00:00,2.0,v4.8,,,,,go to toilet m,L3a_deterministic,,0,toilet_m,,mission_complete,,0.249,6.736,2.2375,4.5238,1.5712,0.4518,0.2441,-1.5281,,,0.10037422180175781,0.0,29.89,0,pose_based,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_41_toilet_m/start.jpg,data/session_b/20260423_150456/mission_41_toilet_m/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,42,2026-04-23T12:35:17+00:00,2.0,v4.8,,,,,go to lab_cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.227,6.374,0.4518,0.2441,-1.5281,1.9871,4.72,1.6124,,,0.07939338684082031,0.0,34.92,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_42_cb204/start.jpg,data/session_b/20260423_150456/mission_42_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,43,2026-04-23T12:35:52+00:00,2.0,v4.8,,,,,go to toilet m,L3a_deterministic,,0,toilet_m,,mission_complete,,0.327,6.374,1.9871,4.72,1.6124,0.409,0.3137,-1.5243,,,0.09560585021972656,0.0,31.76,0,pose_based,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_43_toilet_m/start.jpg,data/session_b/20260423_150456/mission_43_toilet_m/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,44,2026-04-23T12:37:17+00:00,2.0,v4.8,,,,,go to lab_cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.284,6.798,0.409,0.3137,-1.5243,2.2234,4.517,1.571,,,0.18668174743652344,0.0,31.55,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_44_cb204/start.jpg,data/session_b/20260423_150456/mission_44_cb204/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,45,2026-04-23T12:37:52+00:00,2.0,v4.8,,,,,go to toilet m,L3a_deterministic,,0,toilet_m,,mission_complete,,0.349,6.237,2.2234,4.517,1.571,0.8423,-0.0665,3.1252,,,0.087738037109375,0.0,30.61,0,pose_based,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_45_toilet_m/start.jpg,data/session_b/20260423_150456/mission_45_toilet_m/finish.jpg
B,,20260423_150456,data/session_b/audits/audit_20260423_150456.jsonl,xplorer-b,46,2026-04-23T12:38:39+00:00,2.0,v4.8,,,,,go to lab_cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.362,6.658,0.8423,-0.0665,3.1252,2.1847,4.4383,1.5611,,,0.07963180541992188,0.0,34.55,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_150456/mission_46_cb204/start.jpg,data/session_b/20260423_150456/mission_46_cb204/finish.jpg
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,1,2026-04-23T12:40:20+00:00,2.0,v4.8,,,,,Take me to the closest plant,L3a_deterministic,,19,plant_3,,mission_complete,,0.3,6.821,2.2402,1.6715,2.9381,6.6873,-0.6332,-1.3501,,,0.4749298095703125,0.0,37.82,0,vlm_landmark,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_1_plant_3/start.jpg,data/session_b/20260423_153932/mission_1_plant_3/finish.jpg
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,2,2026-04-23T12:41:21+00:00,2.0,v4.8,,,,,go to node 7,L3a_deterministic,,7,junction_w2,,mission_complete,,0.261,6.746,6.6873,-0.6332,-1.3501,2.4606,1.6597,3.1269,,,0.053882598876953125,0.0,32.98,0,,,,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_2_junction_w2/start.jpg,
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,3,2026-04-23T12:42:01+00:00,2.0,v4.8,,,,,Take me to the closest plant,L3a_deterministic,,19,plant_3,,mission_complete,,0.331,6.619,2.4606,1.6597,3.1269,6.5259,-0.5698,-1.631,,,0.3483295440673828,0.0,33.67,0,vlm_landmark,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_3_plant_3/start.jpg,data/session_b/20260423_153932/mission_3_plant_3/finish.jpg
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,4,2026-04-23T12:42:39+00:00,2.0,v4.8,,,,,go to node 7,L3a_deterministic,,7,junction_w2,,mission_complete,,0.291,6.414,6.5259,-0.5698,-1.631,2.1589,1.3618,1.5554,,,0.049114227294921875,0.0,31.51,0,,,,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_4_junction_w2/start.jpg,
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,5,2026-04-23T12:43:35+00:00,2.0,v4.8,,,,,Take me to the closest plant,L3a_deterministic,,19,plant_3,,mission_complete,,0.357,7.247,2.1589,1.3618,1.5554,6.5137,-0.545,-1.5657,,,0.377655029296875,0.0,35.26,0,vlm_landmark,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_5_plant_3/start.jpg,data/session_b/20260423_153932/mission_5_plant_3/finish.jpg
B,,20260423_153932,data/session_b/audits/audit_20260423_153932.jsonl,xplorer-b,6,2026-04-23T13:55:12+00:00,2.0,v4.8,,,,,go to cb204,L3a_deterministic,,5,cb204,,mission_complete,,0.229,2.858,0.4952,6.15,3.1185,1.9714,4.8007,1.5127,,,0.08153915405273438,0.0,31.21,0,vlm_landmark,False,MEDIUM,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_b/20260423_153932/mission_6_cb204/start.jpg,data/session_b/20260423_153932/mission_6_cb204/finish.jpg
C,,20260424_172918,data/session_c/audits/pair1_B_fire.jsonl,xplorer-b,1,2026-04-24T14:31:53+00:00,2.0,v4.8,,,,,"the washroom got on fire, help me find something sto stop the fire",L3a_m3_preference,,8,cb202,,mission_complete,,0.299,7.757,7.9065,1.5603,0.0704,2.1758,0.2976,-1.3822,,,0.06270408630371094,0.0,38.61,0,vlm_landmark,False,MEDIUM,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_c/20260424_172918/mission_1_cb202/start.jpg,data/session_c/20260424_172918/mission_1_cb202/finish.jpg
C,,20260424_172924,data/session_c/audits/pair1_C_restroom.jsonl,xplorer-c,1,2026-04-24T14:31:51+00:00,2.0,v4.8,,,,,go to a place to take a short break for personal needs,L3a_m3_preference,,0,toilet_m,,mission_complete,,0.244,6.488,2.2575,4.6058,1.5797,0.5211,0.2431,-1.5684,,,0.1068115234375,0.0,38.5,0,pose_based,True,HIGH,True,6,97241265217eb4b08e26fb718eb21f40,,data/session_c/20260424_172924/mission_1_toilet_m/start.jpg,data/session_c/20260424_172924/mission_1_toilet_m/finish.jpg
C,,20260424_164437,data/session_c/audits/pair2_B_cb203.jsonl,xplorer-b,1,2026-04-24T13:50:09+00:00,2.0,v4.8,,,,,go to cb203 entrance,L3a_deterministic,,22,cb203_entrance,,mission_complete,,0.307,9.714,2.052,4.7343,1.3411,7.9065,1.5603,0.0704,,,0.20003318786621094,0.0,41.84,0,vlm_landmark,True,HIGH,False,6,97241265217eb4b08e26fb718eb21f40,,data/session_c/20260424_164437/mission_1_cb203_entrance/start.jpg,data/session_c/20260424_164437/mission_1_cb203_entrance/finish.jpg
